Gene Systematic Name,Gene Official Symbol,Gene Synonyms,Organism
YMR183C,SSO2,L000002090,Saccharomyces cerevisiae (S288c)
YNL227C,JJJ1,-,Saccharomyces cerevisiae (S288c)
SPBC21C3.08c,car2,-,Schizosaccharomyces pombe (972h)
YJR052W,RAD7,UV-damaged DNA-binding protein RAD7|L000001561,Saccharomyces cerevisiae (S288c)
YGL094C,PAN2,L000003115,Saccharomyces cerevisiae (S288c)
YBL002W,HTB2,histone H2B|L000000830,Saccharomyces cerevisiae (S288c)
YKR082W,NUP133,RAT3|L000002620,Saccharomyces cerevisiae (S288c)
YMR153W,NUP53,FG-nucleoporin NUP53,Saccharomyces cerevisiae (S288c)
SPAC14C4.09,agn1,SPAC14C4.09,Schizosaccharomyces pombe (972h)
SPCC23B6.03c,tel1,-,Schizosaccharomyces pombe (972h)
YBR140C,IRA1,GLC1|PPD1|L000000704|L000000873,Saccharomyces cerevisiae (S288c)
YDR123C,INO2,DIE1|SCS1|L000000868|L000002801,Saccharomyces cerevisiae (S288c)
YHR200W,RPN10,MCB1|SUN1|proteasome regulatory particle base subunit RPN10|L000003108,Saccharomyces cerevisiae (S288c)
YLR384C,IKI3,ELP1|KTI7|TOT1|Elongator subunit IKI3|L000003563,Saccharomyces cerevisiae (S288c)
YKL007W,CAP1,L000000214,Saccharomyces cerevisiae (S288c)
YJL004C,SYS1,L000004153,Saccharomyces cerevisiae (S288c)
YBR164C,ARL1,DLP2|Arf family GTPase ARL1|L000002832,Saccharomyces cerevisiae (S288c)
YLR190W,MMR1,-,Saccharomyces cerevisiae (S288c)
YNL054W,VAC7,L000004051,Saccharomyces cerevisiae (S288c)
YFR043C,IRC6,-,Saccharomyces cerevisiae (S288c)
YJL099W,CHS6,CSD3|L000000334,Saccharomyces cerevisiae (S288c)
YPL227C,ALG5,dolichyl-phosphate beta-glucosyltransferase|L000000077,Saccharomyces cerevisiae (S288c)
YOR067C,ALG8,"YOR29-18|dolichyl-P-Glc:Glc1Man(9)GlcNAc(2)-PP-dolichol alpha-1,3-glucosyltransferase|L000000079",Saccharomyces cerevisiae (S288c)
YBR015C,MNN2,CRV4|LDB8|TTP1|L000002385,Saccharomyces cerevisiae (S288c)
YPL051W,ARL3,Arf family GTPase ARL3|L000004809,Saccharomyces cerevisiae (S288c)
YGL005C,COG7,COD5,Saccharomyces cerevisiae (S288c)
DKEYP-50F5.3,nkx2.2b,-,Danio rerio
SPAC20G4.04c,hus1,-,Schizosaccharomyces pombe (972h)
SPAC19G12.06c,hta2,-,Schizosaccharomyces pombe (972h)
YDR177W,UBC1,E2 ubiquitin-conjugating protein UBC1|L000002406,Saccharomyces cerevisiae (S288c)
SPAC3A11.08,pcu4,Cul-4|cul4,Schizosaccharomyces pombe (972h)
SPAC29B12.03,spd1,-,Schizosaccharomyces pombe (972h)
YBR296C,PHO89,ITN1,Saccharomyces cerevisiae (S288c)
YGL200C,EMP24,BST2|L000000549,Saccharomyces cerevisiae (S288c)
YPL120W,VPS30,APG6|ATG6|VPT30|L000003545,Saccharomyces cerevisiae (S288c)
-,ved,cb675,Danio rerio
YPL047W,SGF11,-,Saccharomyces cerevisiae (S288c)
YDR295C,HDA2,PLO2,Saccharomyces cerevisiae (S288c)
YGR135W,PRE9,proteasome core particle subunit alpha 3|L000002701,Saccharomyces cerevisiae (S288c)
YBR058C,UBP14,GID6|L000003173,Saccharomyces cerevisiae (S288c)
AL603804.1,Sfrp5,AI605071|SARP3,Mus musculus
-,Dkk1,mdkk-1,Mus musculus
YPR105C,COG4,COD1|SEC38|SGF1|S000007660,Saccharomyces cerevisiae (S288c)
YKL203C,TOR2,DRR2|phosphatidylinositol kinase-related protein kinase TOR2|L000002323,Saccharomyces cerevisiae (S288c)
YNL272C,SEC2,guanine nucleotide exchange factor SEC2|L000001828,Saccharomyces cerevisiae (S288c)
SPAC1783.07c,pap1,caf3,Schizosaccharomyces pombe (972h)
YNL093W,YPT53,Rab family GTPase YPT53|L000002547,Saccharomyces cerevisiae (S288c)
YLR150W,STM1,MPT4|L000002574,Saccharomyces cerevisiae (S288c)
YPL024W,RMI1,NCE4|L000004399,Saccharomyces cerevisiae (S288c)
YLR234W,TOP3,EDR1|DNA topoisomerase 3|L000002321,Saccharomyces cerevisiae (S288c)
YDL240W,LRG1,L000000953,Saccharomyces cerevisiae (S288c)
YPR165W,RHO1,Rho family GTPase RHO1|L000001630,Saccharomyces cerevisiae (S288c)
YMR043W,MCM1,FUN80|transcription factor MCM1|L000001037,Saccharomyces cerevisiae (S288c)
YJL141C,YAK1,serine/threonine protein kinase YAK1|L000002490,Saccharomyces cerevisiae (S288c)
YMR139W,RIM11,GSK3|MDS1|serine/threonine protein kinase RIM11|L000001056,Saccharomyces cerevisiae (S288c)
YIL013C,PDR11,ATP-binding cassette multidrug transporter PDR11|L000003163,Saccharomyces cerevisiae (S288c)
YNL291C,MID1,L000002584,Saccharomyces cerevisiae (S288c)
YGR217W,CCH1,L000003440,Saccharomyces cerevisiae (S288c)
YAL024C,LTE1,MSI2|mitotic regulator LTE1|L000000955,Saccharomyces cerevisiae (S288c)
YPR016C,TIF6,CDC95|translation initiation factor 6|L000004376,Saccharomyces cerevisiae (S288c)
SPAC12B10.12c,rhp41,rhp4a,Schizosaccharomyces pombe (972h)
YOR073W,SGO1,YOR29-24,Saccharomyces cerevisiae (S288c)
YBR214W,SDS24,L000004811,Saccharomyces cerevisiae (S288c)
YLR354C,TAL1,sedoheptulose-7-phosphate:D-glyceraldehyde-3-phosphate transaldolase TAL1|L000002261,Saccharomyces cerevisiae (S288c)
YOR151C,RPB2,RPB150|RPO22|SIT2|SOH2|DNA-directed RNA polymerase II core subunit RPB2|B150|L000001588|L000001676,Saccharomyces cerevisiae (S288c)
YHL006C,SHU1,-,Saccharomyces cerevisiae (S288c)
YIR037W,HYR1,GPX3|ORP1|peroxiredoxin HYR1|L000002612,Saccharomyces cerevisiae (S288c)
YER090W,TRP2,anthranilate synthase TRP2|L000002353,Saccharomyces cerevisiae (S288c)
YDL236W,PHO13,L000001425,Saccharomyces cerevisiae (S288c)
YDR028C,REG1,HEX2|PZF240|SPP43|SRN1|protein phosphatase regulator REG1|L000001609,Saccharomyces cerevisiae (S288c)
SPAC14C4.05c,man1,heh2|mug61,Schizosaccharomyces pombe (972h)
YLL010C,PSR1,-,Saccharomyces cerevisiae (S288c)
YLR019W,PSR2,-,Saccharomyces cerevisiae (S288c)
YER105C,NUP157,L000003139,Saccharomyces cerevisiae (S288c)
YGR167W,CLC1,SCD4|L000000355,Saccharomyces cerevisiae (S288c)
SPAC13C5.07,mre11,rad32,Schizosaccharomyces pombe (972h)
YNR052C,POP2,CAF1|CCR4-NOT core DEDD family RNase subunit POP2|L000001465,Saccharomyces cerevisiae (S288c)
SPAC644.14c,rad51,rhp51,Schizosaccharomyces pombe (972h)
SPBC3D6.11c,slx8,-,Schizosaccharomyces pombe (972h)
YBR069C,TAT1,TAP1|VAP1|amino acid transporter TAT1|L000002454|L000002262,Saccharomyces cerevisiae (S288c)
YBL047C,EDE1,BUD15,Saccharomyces cerevisiae (S288c)
YJL128C,PBS2,HOG4|SFS4|SSK4|mitogen-activated protein kinase kinase PBS2|L000001346|L000001874,Saccharomyces cerevisiae (S288c)
YPR068C,HOS1,CST3|L000004091|S000029124|L000002993,Saccharomyces cerevisiae (S288c)
YNL047C,SLM2,LIT1,Saccharomyces cerevisiae (S288c)
YGR129W,SYF2,NTC31|L000004196,Saccharomyces cerevisiae (S288c)
YJR153W,PGU1,PGL1|PSM1|L000004371|L000004261,Saccharomyces cerevisiae (S288c)
YGL090W,LIF1,L000004541,Saccharomyces cerevisiae (S288c)
-,Terf1,Pin2|Trbf1|Trf1,Mus musculus
-,Terf2,TRF2,Mus musculus
SPAC1B3.05,not3,-,Schizosaccharomyces pombe (972h)
SPCC4G3.15c,not2,-,Schizosaccharomyces pombe (972h)
SPAC29B12.06c,rcd1,-,Schizosaccharomyces pombe (972h)
SPCC31H12.08c,ccr4,SPCC5E4.02c,Schizosaccharomyces pombe (972h)
SPAC4F10.14c,btf3,btt1|egd1|nac2,Schizosaccharomyces pombe (972h)
SPAC664.01c,swi6,SPAC824.10c,Schizosaccharomyces pombe (972h)
SPAC1782.09c,clp1,flp1,Schizosaccharomyces pombe (972h)
SPAC1B1.04c,pan3,SPAC1B1.04c,Schizosaccharomyces pombe (972h)
SPBC336.14c,ppk26,-,Schizosaccharomyces pombe (972h)
SPCC18.06c,caf1,pop2,Schizosaccharomyces pombe (972h)
SPAPB1E7.06c,eme1,mms4|slx2,Schizosaccharomyces pombe (972h)
SPAC14C4.06c,nab2,SPAC14C4.06c,Schizosaccharomyces pombe (972h)
YOR254C,SEC63,PTL1|protein-transporting protein SEC63|L000001854|L000001269,Saccharomyces cerevisiae (S288c)
YLR378C,SEC61,translocon subunit SEC61|L000001852,Saccharomyces cerevisiae (S288c)
YKL073W,LHS1,CER1|SSI1|Hsp70 family chaperone LHS1|L000004102,Saccharomyces cerevisiae (S288c)
YOL087C,DUF1,-,Saccharomyces cerevisiae (S288c)
SPBC2G5.03,ctu1,-,Schizosaccharomyces pombe (972h)
Dmel_CG10109,L,CG10109|DmelCG10109|fee|lobe/Akt1s1,Drosophila melanogaster
Dmel_CG5092,Tor,5092|CG5092|CT16317|CT24745|CT24817|DmTOR|DmelCG5092|FRAP/TOR|dTOR|l(2)k17004|mTOR,Drosophila melanogaster
tL(UAG)L2,tL(UAG)L2,L000003649,Saccharomyces cerevisiae (S288c)
YDR277C,MTH1,BPC1|DGT1|HTR1|L000001213|L000000831,Saccharomyces cerevisiae (S288c)
YBR235W,VHC1,-,Saccharomyces cerevisiae (S288c)
SPBC577.08c,txl1,trx3,Schizosaccharomyces pombe (972h)
SPBP35G2.10,mit1,-,Schizosaccharomyces pombe (972h)
SPBC32H8.10,cdk9,SPACTOKYO_453.22,Schizosaccharomyces pombe (972h)
SPAC23C4.19,spt5,-,Schizosaccharomyces pombe (972h)
SPBC4C3.09,SPBC4C3.09,-,Schizosaccharomyces pombe (972h)
SPAC664.10,klp2,-,Schizosaccharomyces pombe (972h)
SPAC4A8.05c,myp2,myo3,Schizosaccharomyces pombe (972h)
SPBC119.08,pmk1,spm1,Schizosaccharomyces pombe (972h)
SPCC622.08c,hta1,-,Schizosaccharomyces pombe (972h)
YIL015W,BAR1,SST1|aspartyl protease BAR1|L000000160,Saccharomyces cerevisiae (S288c)
YNL081C,SWS2,putative mitochondrial 37S ribosomal protein SWS2,Saccharomyces cerevisiae (S288c)
YOR076C,SKI7,YOR29-27,Saccharomyces cerevisiae (S288c)
YPL208W,RKM1,-,Saccharomyces cerevisiae (S288c)
YKL041W,VPS24,DID3|VPL26|ESCRT-III subunit protein VPS24|L000004158,Saccharomyces cerevisiae (S288c)
YML062C,MFT1,MFT52|L000001099,Saccharomyces cerevisiae (S288c)
YDR361C,BCP1,-,Saccharomyces cerevisiae (S288c)
YHR178W,STB5,L000003368,Saccharomyces cerevisiae (S288c)
YMR179W,SPT21,L000002040,Saccharomyces cerevisiae (S288c)
YLR418C,CDC73,L000002792,Saccharomyces cerevisiae (S288c)
YPL178W,CBC2,CBP20|MUD13|SAE1|L000002891|L000004111,Saccharomyces cerevisiae (S288c)
YPL014W,YPL014W,-,Saccharomyces cerevisiae (S288c)
YPL009C,TAE2,-,Saccharomyces cerevisiae (S288c)
YPL004C,LSP1,lipid-binding protein LSP1,Saccharomyces cerevisiae (S288c)
YIR033W,MGA2,L000004181,Saccharomyces cerevisiae (S288c)
YBR057C,MUM2,SPOT8|L000003595|L000002013,Saccharomyces cerevisiae (S288c)
YDR150W,NUM1,PAC12|L000001287,Saccharomyces cerevisiae (S288c)
YPL174C,NIP100,PAC13|L000001254,Saccharomyces cerevisiae (S288c)
YGL174W,BUD13,CWC26,Saccharomyces cerevisiae (S288c)
YPR003C,YPR003C,-,Saccharomyces cerevisiae (S288c)
YBR170C,NPL4,HRD4|L000001271,Saccharomyces cerevisiae (S288c)
YPL213W,LEA1,-,Saccharomyces cerevisiae (S288c)
YPR002W,PDH1,-,Saccharomyces cerevisiae (S288c)
YPR063C,YPR063C,-,Saccharomyces cerevisiae (S288c)
YPR020W,ATP20,F1F0 ATP synthase subunit g|L000004738,Saccharomyces cerevisiae (S288c)
YPR001W,CIT3,citrate (Si)-synthase CIT3|L000002855,Saccharomyces cerevisiae (S288c)
YBR122C,MRPL36,mitochondrial 54S ribosomal protein YmL36|YmL36|L000002531|L000001171,Saccharomyces cerevisiae (S288c)
YFL036W,RPO41,L000001747,Saccharomyces cerevisiae (S288c)
YOR297C,TIM18,S000007448,Saccharomyces cerevisiae (S288c)
YNR072W,HXT17,hexose transporter HXT17|L000003265,Saccharomyces cerevisiae (S288c)
YFL049W,SWP82,-,Saccharomyces cerevisiae (S288c)
YPR004C,AIM45,-,Saccharomyces cerevisiae (S288c)
YPR021C,AGC1,-,Saccharomyces cerevisiae (S288c)
YPR009W,SUT2,-,Saccharomyces cerevisiae (S288c)
YGL066W,SGF73,SCA7,Saccharomyces cerevisiae (S288c)
YML102W,CAC2,L000003389,Saccharomyces cerevisiae (S288c)
YPR008W,HAA1,-,Saccharomyces cerevisiae (S288c)
YPR030W,CSR2,ART8|MRG19|S000007450,Saccharomyces cerevisiae (S288c)
YPR013C,CMR3,-,Saccharomyces cerevisiae (S288c)
YPR015C,YPR015C,-,Saccharomyces cerevisiae (S288c)
YDL080C,THI3,KID1|branched-chain-2-oxoacid decarboxylase THI3|L000003499,Saccharomyces cerevisiae (S288c)
YFL056C,AAD6,YFL057C|L000004638,Saccharomyces cerevisiae (S288c)
YOR323C,PRO2,glutamate-5-semialdehyde dehydrogenase|L000001492,Saccharomyces cerevisiae (S288c)
YOR290C,SNF2,GAM1|HAF1|SWI2|TYE3|SWI/SNF catalytic subunit SNF2|L000001945,Saccharomyces cerevisiae (S288c)
YLR321C,SFH1,L000003282,Saccharomyces cerevisiae (S288c)
YIL126W,STH1,NPS1|RSC chromatin remodeling complex ATPase subunit STH1|L000002128,Saccharomyces cerevisiae (S288c)
YJL176C,SWI3,HAF2|TYE2|L000002251,Saccharomyces cerevisiae (S288c)
YBR289W,SNF5,HAF4|SWI10|TYE4|L000001948,Saccharomyces cerevisiae (S288c)
YHL025W,SNF6,L000001949,Saccharomyces cerevisiae (S288c)
YPL184C,MRN1,PTR69,Saccharomyces cerevisiae (S288c)
YDR184C,ATC1,LIC4|L000004405,Saccharomyces cerevisiae (S288c)
YCR005C,CIT2,citrate (Si)-synthase CIT2|L000000342,Saccharomyces cerevisiae (S288c)
YBR006W,UGA2,UGA5|succinate-semialdehyde dehydrogenase (NAD(P)(+))|S000007516,Saccharomyces cerevisiae (S288c)
YML085C,TUB1,alpha-tubulin TUB1|L000002387,Saccharomyces cerevisiae (S288c)
YML111W,BUL2,ubiquitin-ubiquitin ligase BUL2|L000004755,Saccharomyces cerevisiae (S288c)
YOR346W,REV1,L000001615,Saccharomyces cerevisiae (S288c)
YJR092W,BUD4,L000000201,Saccharomyces cerevisiae (S288c)
YLR286C,CTS1,SCW2|L000000434|S000029435|L000004563,Saccharomyces cerevisiae (S288c)
YNL327W,EGT2,L000004074,Saccharomyces cerevisiae (S288c)
YML129C,COX14,L000000398,Saccharomyces cerevisiae (S288c)
SPBC409.07c,wis1,smf2|spc2,Schizosaccharomyces pombe (972h)
YJL194W,CDC6,AAA family ATPase CDC6|L000000246,Saccharomyces cerevisiae (S288c)
YMR165C,PAH1,SMP2|phosphatidate phosphatase PAH1|L000001934,Saccharomyces cerevisiae (S288c)
YER155C,BEM2,IPL2|SUP9|TSL1|L000000168,Saccharomyces cerevisiae (S288c)
YCR017C,CWH43,-,Saccharomyces cerevisiae (S288c)
YIL098C,FMC1,L000004436,Saccharomyces cerevisiae (S288c)
YJR073C,OPI3,PEM2|bifunctional phosphatidyl-N-methylethanolamine N-methyltransferase/phosphatidyl-N-dimethylethanolamine N-methyltransferase|L000001304,Saccharomyces cerevisiae (S288c)
YGL023C,PIB2,S000007475,Saccharomyces cerevisiae (S288c)
YBR081C,SPT7,GIT2|SAGA histone acetyltransferase complex subunit SPT7|L000002033,Saccharomyces cerevisiae (S288c)
YPR024W,YME1,OSD1|YTA11|i-AAA protease YME1|L000002522,Saccharomyces cerevisiae (S288c)
YBL093C,ROX3,MED19|NUT3|SSN7|SSX2|L000001662|S000029515|L000002098,Saccharomyces cerevisiae (S288c)
YDR245W,MNN10,BED1|REC41|SLC2|L000002793|L000002853,Saccharomyces cerevisiae (S288c)
YHR110W,ERP5,L000004682,Saccharomyces cerevisiae (S288c)
YGL002W,ERP6,L000004683,Saccharomyces cerevisiae (S288c)
YDL018C,ERP3,L000004680,Saccharomyces cerevisiae (S288c)
YOR016C,ERP4,L000004681,Saccharomyces cerevisiae (S288c)
C4_02900C_A,CRH11,CAWG_03508|C4_02900C_B|IPF24611.1|CaO19.2706|CaO19.10221|C4_02900C|orf19.2706|CA0375|CaO6.1231|CRH1|orf6.1231|orf19.10221|IPF14360.2|Contig4-1894_0003,Candida albicans (SC5314)
C3_01730C_A,UTR2,C3_01730C_B|orf19.1671|orf6.1639|C3_01730C|CSF4|IPF8080.2|IPF29345.1|CaO19.9240|orf19.9240|CaO6.1639|Contig4-3069_0027|CAWG_02505|CA0605|CaO19.1671,Candida albicans (SC5314)
YLR452C,SST2,GTPase-activating protein SST2|L000002093,Saccharomyces cerevisiae (S288c)
YDL207W,GLE1,BRR3|NLE2|RSS1|nucleoporin GLE1|L000003399|L000001255|S000029324,Saccharomyces cerevisiae (S288c)
SPCC757.07c,ctt1,cta1,Schizosaccharomyces pombe (972h)
SPCC18B5.11c,cds1,-,Schizosaccharomyces pombe (972h)
SPCC1259.13,chk1,rad27,Schizosaccharomyces pombe (972h)
YKL146W,AVT3,-,Saccharomyces cerevisiae (S288c)
YNL101W,AVT4,-,Saccharomyces cerevisiae (S288c)
SPAC2C4.05,cor1,SPAC2C4.05,Schizosaccharomyces pombe (972h)
SPBC2D10.12,rhp23,-,Schizosaccharomyces pombe (972h)
SPAC637.10c,rpn10,pus1,Schizosaccharomyces pombe (972h)
SPAC26A3.16,dph1,ucp5,Schizosaccharomyces pombe (972h)
YBL075C,SSA3,YG106|Hsp70 family ATPase SSA3|L000002071|L000000820,Saccharomyces cerevisiae (S288c)
YHL030W,ECM29,L000003899,Saccharomyces cerevisiae (S288c)
YDR523C,SPS1,putative serine/threonine protein kinase SPS1|L000002024,Saccharomyces cerevisiae (S288c)
YER051W,JHD1,KDM2|JHDM1,Saccharomyces cerevisiae (S288c)
YGL038C,OCH1,LDB12|NGD29|L000001295,Saccharomyces cerevisiae (S288c)
YPL050C,MNN9,mannosyltransferase complex subunit MNN9|L000001129,Saccharomyces cerevisiae (S288c)
YLR314C,CDC3,septin CDC3|L000000243,Saccharomyces cerevisiae (S288c)
YLR332W,MID2,KAI1|L000001107|L000000885,Saccharomyces cerevisiae (S288c)
YDR014W-A,HED1,-,Saccharomyces cerevisiae (S288c)
YDL123W,SNA4,-,Saccharomyces cerevisiae (S288c)
YNL121C,TOM70,MAS70|MOM72|OMP1|protein channel TOM70|L000001030|L000003141,Saccharomyces cerevisiae (S288c)
YHR117W,TOM71,TOM72|protein channel TOM71|L000003252,Saccharomyces cerevisiae (S288c)
SPAC11E3.04c,ubc13,spu13|sst5,Schizosaccharomyces pombe (972h)
SPBC2G2.09c,crs1,mug17,Schizosaccharomyces pombe (972h)
YOR071C,NRT1,THI71|YOR29-22,Saccharomyces cerevisiae (S288c)
YDL138W,RGT2,L000003268,Saccharomyces cerevisiae (S288c)
CR_09770C_A,PMT5,CaO6.8897|Contig4-2433_0005|orf6.8897|CA5960|CR_09770C|orf19.7549|IPF12934.1|CR_09770C_B|CaO19.7549|CAWG_02242,Candida albicans (SC5314)
C4_04780W_A,PMT6,CaO19.3802|CaO6.1474|orf19.3802|orf6.1865|C4_04780W|Contig4-2789_0009|IPF9088.2|CAWG_03338|CA0503|CaO6.1865|C4_04780W_B|IPF10365.3|orf19.11283|orf6.1474|PMT3|CaO19.11283,Candida albicans (SC5314)
AT2G25000,WRKY60,ATWRKY60|F27C12.8|F27C12_8|WRKY DNA-binding protein 60,Arabidopsis thaliana (Columbia)
YAL044W-A,YAL044W-A,-,Saccharomyces cerevisiae (S288c)
YAL046C,AIM1,-,Saccharomyces cerevisiae (S288c)
YBL052C,SAS3,KAT6|L000003280,Saccharomyces cerevisiae (S288c)
YMR268C,PRP24,L000002842,Saccharomyces cerevisiae (S288c)
YIL166C,YIL166C,-,Saccharomyces cerevisiae (S288c)
SPCC4G3.05c,mus81,slx3,Schizosaccharomyces pombe (972h)
YGL237C,HAP2,L000000752,Saccharomyces cerevisiae (S288c)
YOR270C,VPH1,H(+)-transporting V0 sector ATPase subunit a|L000002467,Saccharomyces cerevisiae (S288c)
YMR054W,STV1,H(+)-transporting V0 sector ATPase subunit a|L000002139,Saccharomyces cerevisiae (S288c)
YOR061W,CKA2,YOR29-12|casein kinase 2 catalytic subunit CKA2|L000000344,Saccharomyces cerevisiae (S288c)
-,CHEK1,CHK1,Homo sapiens
RP11-298P3.4,BRCA2,BRCC2|BROVCA2|FACD|FAD|FAD1|FANCD|FANCD1|GLM3|PNCA2|XRCC11,Homo sapiens
-,WEE1,WEE1A|WEE1hu,Homo sapiens
-,PALB2,FANCN|PNCA3,Homo sapiens
-,RAD17,CCYC|HRAD17|R24L|RAD17SP|RAD24,Homo sapiens
-,LLGL1,DLG4|HUGL|HUGL-1|HUGL1|LLGL,Homo sapiens
-,MSH2,COCA1|FCC1|HNPCC|HNPCC1|LCFS2,Homo sapiens
-,NF1,NFNS|VRNF|WSS,Homo sapiens
-,RPS11,S11,Homo sapiens
-,CDC73,C1orf28|FIHP|HPTJT|HRPT1|HRPT2|HYX,Homo sapiens
-,CDC6,CDC18L|HsCDC18|HsCDC6,Homo sapiens
RP3-473J16.4,MAP3K4,MAPKKK4|MEKK 4|MEKK4|MTK1|PRO0412,Homo sapiens
-,TTN,CMD1G|CMH9|CMPD4|EOMFC|HMERF|LGMD2J|MYLK5|TMD,Homo sapiens
-,FH,HLRCC|LRCC|MCL|MCUL1,Homo sapiens
YGR238C,KEL2,L000003593,Saccharomyces cerevisiae (S288c)
YGR068C,ART5,-,Saccharomyces cerevisiae (S288c)
YOL103W,ITR2,HRB612|myo-inositol transporter ITR2|L000000880,Saccharomyces cerevisiae (S288c)
YER139C,RTR1,-,Saccharomyces cerevisiae (S288c)
YDR066C,RTR2,-,Saccharomyces cerevisiae (S288c)
YJR138W,IML1,SEA1,Saccharomyces cerevisiae (S288c)
YEL062W,NPR2,nitrogen permease regulating protein NPR2|L000001274,Saccharomyces cerevisiae (S288c)
YHL023C,NPR3,RMD11,Saccharomyces cerevisiae (S288c)
YDR364C,CDC40,PRP17|SLT15|SLU4|L000000275|L000001921,Saccharomyces cerevisiae (S288c)
YGL120C,PRP43,DEAH-box ATP-dependent RNA helicase PRP43|JA1|L000003359,Saccharomyces cerevisiae (S288c)
YLR453C,RIF2,L000003513,Saccharomyces cerevisiae (S288c)
YCR030C,SYP1,YCR029C-A,Saccharomyces cerevisiae (S288c)
YGR080W,TWF1,L000004372,Saccharomyces cerevisiae (S288c)
YGL139W,FLC3,HUF3,Saccharomyces cerevisiae (S288c)
YHR080C,YHR080C,-,Saccharomyces cerevisiae (S288c)
YDR326C,YSP2,-,Saccharomyces cerevisiae (S288c)
YDL008W,APC11,anaphase promoting complex subunit 11|L000004322,Saccharomyces cerevisiae (S288c)
YNL006W,LST8,TOR complex subunit LST8|L000004356,Saccharomyces cerevisiae (S288c)
YMR126C,DLT1,-,Saccharomyces cerevisiae (S288c)
YDL105W,NSE4,QRI2|L000002653,Saccharomyces cerevisiae (S288c)
YGR270W,YTA7,L000002561,Saccharomyces cerevisiae (S288c)
YIR008C,PRI1,DNA primase subunit PRI1|L000001489,Saccharomyces cerevisiae (S288c)
YOR039W,CKB2,casein kinase 2 regulatory subunit CKB2|L000000345,Saccharomyces cerevisiae (S288c)
YLR016C,PML1,-,Saccharomyces cerevisiae (S288c)
YOR174W,MED4,L000003915,Saccharomyces cerevisiae (S288c)
YAL001C,TFC3,FUN24|TSV115|transcription factor TFIIIC subunit TFC3|tau 138|L000000641|L000002287,Saccharomyces cerevisiae (S288c)
YML023C,NSE5,-,Saccharomyces cerevisiae (S288c)
YBR202W,MCM7,CDC47|MCM DNA helicase complex subunit MCM7|L000002760,Saccharomyces cerevisiae (S288c)
YJL074C,SMC3,cohesin subunit SMC3|L000003992,Saccharomyces cerevisiae (S288c)
YML028W,TSA1,TPX1|ZRG14|thioredoxin peroxidase TSA1|cTPxI|L000002365,Saccharomyces cerevisiae (S288c)
YER136W,GDI1,SEC19|L000000699,Saccharomyces cerevisiae (S288c)
YGR231C,PHB2,prohibitin subunit PHB2|L000004019,Saccharomyces cerevisiae (S288c)
YML009C,MRPL39,mitochondrial 54S ribosomal protein YmL39|YmL39|L000002695,Saccharomyces cerevisiae (S288c)
YAL011W,SWC3,SWC1,Saccharomyces cerevisiae (S288c)
YCR032W,BPH1,L000003507,Saccharomyces cerevisiae (S288c)
YGL145W,TIP20,TIP1|L000002756,Saccharomyces cerevisiae (S288c)
YLR181C,VTA1,-,Saccharomyces cerevisiae (S288c)
YOL102C,TPT1,L000003433,Saccharomyces cerevisiae (S288c)
YPL010W,RET3,L000004128,Saccharomyces cerevisiae (S288c)
YPL069C,BTS1,farnesyltranstransferase|L000003062,Saccharomyces cerevisiae (S288c)
YKL145W,RPT1,CIM5|YTA3|proteasome regulatory particle base subunit RPT1|L000002557,Saccharomyces cerevisiae (S288c)
YPR108W,RPN7,proteasome regulatory particle lid subunit RPN7|L000004307,Saccharomyces cerevisiae (S288c)
YER074W,RPS24A,RPS24EA|ribosomal 40S subunit protein S24A|S24e|S24A|L000002710,Saccharomyces cerevisiae (S288c)
YFR031C-A,RPL2A,RPL5B|ribosomal 60S subunit protein L2A|L2|rp8|YL6|L5A|L2A|L000003147,Saccharomyces cerevisiae (S288c)
YGR264C,MES1,methionine--tRNA ligase MES1|MetRS|MESI|L000001075,Saccharomyces cerevisiae (S288c)
YKR092C,SRP40,L000002063,Saccharomyces cerevisiae (S288c)
YKR094C,RPL40B,CEP52B|UB12|UBI2|ubiquitin-ribosomal 60S subunit protein L40B fusion protein|L40e|L40B|L000002412|L000000314,Saccharomyces cerevisiae (S288c)
YLR216C,CPR6,CYP40|peptidylprolyl isomerase CPR6|L000003229,Saccharomyces cerevisiae (S288c)
YMR307W,GAS1,"CWH52|GGP1|1,3-beta-glucanosyltransferase GAS1|L000000669",Saccharomyces cerevisiae (S288c)
YOL041C,NOP12,S000007491,Saccharomyces cerevisiae (S288c)
YOR326W,MYO2,CDC66|myosin 2|L000001223,Saccharomyces cerevisiae (S288c)
YPR162C,ORC4,origin recognition complex subunit 4|L000003075,Saccharomyces cerevisiae (S288c)
YGL054C,ERV14,L000004816,Saccharomyces cerevisiae (S288c)
YGR211W,ZPR1,L000004700,Saccharomyces cerevisiae (S288c)
YBR094W,PBY1,-,Saccharomyces cerevisiae (S288c)
YHR077C,NMD2,IFS1|SUA1|SUP111|UPF2|L000001257|S000029548|L000002230,Saccharomyces cerevisiae (S288c)
YBR109C,CMD1,calmodulin|CaM|L000000365,Saccharomyces cerevisiae (S288c)
YBR260C,RGD1,-,Saccharomyces cerevisiae (S288c)
YDL103C,QRI1,UAP1|UDP-N-acetylglucosamine diphosphorylase|L000002652,Saccharomyces cerevisiae (S288c)
YHR079C,IRE1,ERN1|bifunctional endoribonuclease/protein kinase IRE1|L000000875,Saccharomyces cerevisiae (S288c)
YJL091C,GWT1,-,Saccharomyces cerevisiae (S288c)
